palabra,pagina,palabra_busqueda,cantidad,fechaini,fechafin
cartelera,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
gallito,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
club,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
pais,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
remates,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
edicion,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
impresa,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
ediciones,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
anteriores,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
cultural,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
domingo,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
empresario,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
economia,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
mercado,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
sabado,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
show,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
pasa,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
coleccionables,https://www.elpais.com.uy/mundo/afirman-ministro-hacienda-argentino-evadio-impuestos-us-mil.html,impuestos+argentina,1,20180413,20180413
